Level	Rule Name	Subject	Property	Value
INFO	missing_superclass	SRPDIO:1000102	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000103	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000104	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000105	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000106	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000107	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000108	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000109	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000110	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000111	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000112	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000113	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000114	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000115	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000116	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000117	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000118	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000119	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000120	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000121	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000122	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000123	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000124	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000125	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000126	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000127	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000128	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000129	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000130	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000131	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000132	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000133	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000134	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000135	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000136	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000137	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000138	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000139	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000140	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000141	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000142	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000143	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000144	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000145	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000146	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000147	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000148	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000149	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000150	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000151	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000152	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000153	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000154	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000155	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000156	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000157	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000158	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000159	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000160	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000161	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000162	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000163	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000164	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000165	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000166	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000167	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000168	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000169	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000170	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000171	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000172	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000173	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000174	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000175	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000176	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000177	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000178	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000179	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000180	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000181	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000182	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000183	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000184	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000185	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000186	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000187	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000188	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000189	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000190	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000191	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000192	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000193	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000194	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000195	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000196	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000197	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000198	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000199	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000200	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000201	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000202	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000203	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000204	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000205	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000206	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000207	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000208	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000209	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000210	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000211	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000212	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000213	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000214	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000215	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000216	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000217	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000218	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000219	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000220	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000221	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000222	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000223	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000224	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000225	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000226	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000227	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000228	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000229	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000230	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000231	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000232	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000233	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000234	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000235	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000236	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000237	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000238	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000239	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000240	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000241	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000242	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000243	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000244	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000245	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000246	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000247	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000248	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000249	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000250	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000251	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000252	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000253	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000254	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000255	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000256	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000257	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000258	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000259	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000260	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000261	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000262	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000263	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000264	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000265	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000266	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000267	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000268	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000269	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000270	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000271	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000272	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000273	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000274	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000275	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000276	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000277	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000278	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000279	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000280	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000281	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000282	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000283	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1000284	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1500000	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1500001	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1500002	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1500003	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1500004	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1500005	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1500006	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1500007	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1500008	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:1500009	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000000	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000001	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000002	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000003	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000004	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000005	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000006	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000007	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000008	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000009	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000010	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000011	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000012	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000013	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000014	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000015	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000016	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000017	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000018	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000019	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000020	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000021	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000022	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000023	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000024	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000025	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000026	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000027	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000028	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000029	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000030	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000031	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000032	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000033	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000034	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000035	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000036	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000037	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000038	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000039	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000040	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000041	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000042	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000043	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000044	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000045	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000046	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000047	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000048	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000049	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000050	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000051	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000052	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000053	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000054	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000055	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000056	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000057	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000058	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000059	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000060	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000061	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000062	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000063	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000064	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000065	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000066	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000067	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000068	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000069	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000070	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000071	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000072	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000073	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000074	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000075	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000076	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000077	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000078	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000079	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000080	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000081	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000082	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000083	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000084	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000085	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000086	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000087	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000088	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000089	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000090	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000091	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000092	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000093	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000094	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000095	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000096	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000097	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000098	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000099	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000100	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000101	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000102	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000103	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000104	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000105	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000106	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000107	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000108	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000109	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000110	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000111	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000112	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000113	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000114	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000115	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000116	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000117	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000118	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000119	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000120	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000121	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000122	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000123	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000124	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000125	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000126	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000127	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000128	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000129	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000130	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000131	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000132	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000133	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000134	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000135	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000136	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000137	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000138	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000139	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000140	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000141	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000142	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000143	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000144	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000145	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000146	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000147	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000148	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000149	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000150	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000151	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000152	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000153	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000154	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000155	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000156	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000157	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000158	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000159	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000160	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000161	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000162	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000163	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000164	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000165	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000166	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000167	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000168	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000169	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000170	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000171	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000172	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000173	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000174	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000175	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000176	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000177	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000178	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000179	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000180	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000181	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000182	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000183	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000184	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000185	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000186	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000187	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000188	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000189	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000190	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000191	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000192	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000193	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000194	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000195	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000196	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000197	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000198	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000199	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000200	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000201	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000202	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000203	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000204	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000205	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000206	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000207	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000208	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000209	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000210	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000211	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000212	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000213	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000214	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000215	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000216	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000217	rdfs:subClassOf		
